"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"RNU6-354P",1,0.00196686470940222,0,0,1
"RNU6-355P",1,0.00196686470940222,0,0,1
"RNU6-356P",1,0.00196686470940222,0,0,1
"RNU6-358P",1,0.00196686470940222,0,0,1
"RNU6-359P",1,0.00196686470940222,0,0,1
"RNU6-35P",1,0.00196686470940222,0,0,1
"RNU6-360P",1,0.00196686470940222,0,0,1
"RNU6-361P",1,0.00196686470940222,0,0,1
"RNU6-362P",1,0.00196686470940222,0,0,1
"RNU6-363P",1,0.00196686470940222,0,0,1
"RNU6-364P",1,0.00196686470940222,0,0,1
"RNU6-365P",1,0.00196686470940222,0,0,1
"RNU6-366P",1,0.00196686470940222,0,0,1
"RNU6-367P",1,0.00196686470940222,0,0,1
"RNU6-368P",1,0.00196686470940222,0,0,1
"RNU6-369P",1,0.00196686470940222,0,0,1
"RNU6-370P",1,0.00196686470940222,0,0,1
"RNU6-371P",1,0.00196686470940222,0,0,1
"RNU6-373P",1,0.00196686470940222,0,0,1
"RNU6-374P",1,0.00196686470940222,0,0,1
"RNU6-375P",1,0.00196686470940222,0,0,1
"RNU6-376P",1,0.00196686470940222,0,0,1
"RNU6-377P",1,0.00196686470940222,0,0,1
"RNU6-378P",1,0.00196686470940222,0,0,1
"RNU6-379P",1,0.00196686470940222,0,0,1
"RNU6-37P",1,0.00196686470940222,0,0,1
"RNU6-380P",1,0.00196686470940222,0,0,1
"RNU6-381P",1,0.00196686470940222,0,0,1
"RNU6-382P",1,0.00196686470940222,0,0,1
"RNU6-383P",1,0.00196686470940222,0,0,1
"RNU6-384P",1,0.00196686470940222,0,0,1
"RNU6-386P",1,0.00196686470940222,0,0,1
"RNU6-387P",1,0.00196686470940222,0,0,1
"RNU6-388P",1,0.00196686470940222,0,0,1
"RNU6-389P",1,0.00196686470940222,0,0,1
"RNU6-38P",1,0.00196686470940222,0,0,1
"RNU6-390P",1,0.00196686470940222,0,0,1
"RNU6-391P",1,0.00196686470940222,0,0,1
"RNU6-392P",1,0.00196686470940222,0,0,1
"RNU6-393P",1,0.00196686470940222,0,0,1
"RNU6-394P",1,0.00196686470940222,0,0,1
"RNU6-395P",1,0.00196686470940222,0,0,1
"RNU6-396P",1,0.00196686470940222,0,0,1
"RNU6-397P",1,0.00196686470940222,0,0,1
"RNU6-398P",1,0.00196686470940222,0,0,1
"RNU6-399P",1,0.00196686470940222,0,0,1
"RNU6-39P",1,0.00196686470940222,0,0,1
"RNU6-3P",1,0.00196686470940222,0,0,1
"RNU6-400P",1,0.00196686470940222,0,0,1
"RNU6-401P",1,0.00196686470940222,0,0,1
"RNU6-402P",1,0.00196686470940222,0,0,1
"RNU6-403P",1,0.00196686470940222,0,0,1
"RNU6-405P",1,0.00196686470940222,0,0,1
"RNU6-406P",1,0.00196686470940222,0,0,1
"RNU6-407P",1,0.00196686470940222,0,0,1
"RNU6-408P",1,0.00196686470940222,0,0,1
"RNU6-409P",1,0.00196686470940222,0,0,1
"RNU6-40P",1,0.00196686470940222,0,0,1
"RNU6-410P",1,0.00196686470940222,0,0,1
"RNU6-411P",1,0.00196686470940222,0,0,1
"RNU6-412P",1,0.00196686470940222,0,0,1
"RNU6-413P",1,0.00196686470940222,0,0,1
"RNU6-414P",1,0.00196686470940222,0,0,1
"RNU6-415P",1,0.00196686470940222,0,0,1
"RNU6-416P",1,0.00196686470940222,0,0,1
"RNU6-417P",1,0.00196686470940222,0,0,1
"RNU6-418P",1,0.00196686470940222,0,0,1
"RNU6-419P",1,0.00196686470940222,0,0,1
"RNU6-41P",1,0.00196686470940222,0,0,1
"RNU6-420P",1,0.00196686470940222,0,0,1
"RNU6-421P",1,0.00196686470940222,0,0,1
"RNU6-422P",1,0.00196686470940222,0,0,1
"RNU6-424P",1,0.00196686470940222,0,0,1
"RNU6-425P",1,0.00196686470940222,0,0,1
"RNU6-426P",1,0.00196686470940222,0,0,1
"RNU6-428P",1,0.00196686470940222,0,0,1
"RNU6-42P",1,0.00196686470940222,0,0,1
"RNU6-430P",1,0.00196686470940222,0,0,1
"RNU6-431P",1,0.00196686470940222,0,0,1
"RNU6-432P",1,0.00196686470940222,0,0,1
"RNU6-433P",1,0.00196686470940222,0,0,1
"RNU6-434P",1,0.00196686470940222,0,0,1
"RNU6-435P",1,0.00196686470940222,0,0,1
"RNU6-436P",1,0.00196686470940222,0,0,1
"RNU6-437P",1,0.00196686470940222,0,0,1
"RNU6-438P",1,0.00196686470940222,0,0,1
"RNU6-439P",1,0.00196686470940222,0,0,1
"RNU6-43P",1,0.00196686470940222,0,0,1
"RNU6-440P",1,0.00196686470940222,0,0,1
"RNU6-441P",1,0.00196686470940222,0,0,1
"RNU6-442P",1,0.00196686470940222,0,0,1
"RNU6-444P",1,0.00196686470940222,0,0,1
"RNU6-445P",1,0.00196686470940222,0,0,1
"RNU6-446P",1,0.00196686470940222,0,0,1
"RNU6-447P",1,0.00196686470940222,0,0,1
"RNU6-448P",1,0.00196686470940222,0,0,1
"RNU6-449P",1,0.00196686470940222,0,0,1
"RNU6-450P",1,0.00196686470940222,0,0,1
"RNU6-451P",1,0.00196686470940222,0,0,1
"RNU6-452P",1,0.00196686470940222,0,0,1
"RNU6-453P",1,0.00196686470940222,0,0,1
"RNU6-454P",1,0.00196686470940222,0,0,1
"RNU6-455P",1,0.00196686470940222,0,0,1
"RNU6-456P",1,0.00196686470940222,0,0,1
"RNU6-457P",1,0.00196686470940222,0,0,1
"RNU6-458P",1,0.00196686470940222,0,0,1
"RNU6-45P",1,0.00196686470940222,0,0,1
"RNU6-460P",1,0.00196686470940222,0,0,1
"RNU6-461P",1,0.00196686470940222,0,0,1
"RNU6-462P",1,0.00196686470940222,0,0,1
"RNU6-463P",1,0.00196686470940222,0,0,1
"RNU6-464P",1,0.00196686470940222,0,0,1
"RNU6-465P",1,0.00196686470940222,0,0,1
"RNU6-466P",1,0.00196686470940222,0,0,1
"RNU6-467P",1,0.00196686470940222,0,0,1
"RNU6-468P",1,0.00196686470940222,0,0,1
"RNU6-469P",1,0.00196686470940222,0,0,1
"RNU6-46P",1,0.00196686470940222,0,0,1
"RNU6-470P",1,0.00196686470940222,0,0,1
"RNU6-471P",1,0.00196686470940222,0,0,1
"RNU6-472P",1,0.00196686470940222,0,0,1
"RNU6-473P",1,0.00196686470940222,0,0,1
"RNU6-474P",1,0.00196686470940222,0,0,1
"RNU6-475P",1,0.00196686470940222,0,0,1
"RNU6-476P",1,0.00196686470940222,0,0,1
"RNU6-477P",1,0.00196686470940222,0,0,1
"RNU6-478P",1,0.00196686470940222,0,0,1
"RNU6-479P",1,0.00196686470940222,0,0,1
"RNU6-47P",1,0.00196686470940222,0,0,1
"RNU6-480P",1,0.00196686470940222,0,0,1
"RNU6-481P",1,0.00196686470940222,0,0,1
"RNU6-482P",1,0.00196686470940222,0,0,1
"RNU6-483P",1,0.00196686470940222,0,0,1
"RNU6-484P",1,0.00196686470940222,0,0,1
"RNU6-486P",1,0.00196686470940222,0,0,1
"RNU6-487P",1,0.00196686470940222,0,0,1
"RNU6-488P",1,0.00196686470940222,0,0,1
"RNU6-489P",1,0.00196686470940222,0,0,1
"RNU6-48P",1,0.00196686470940222,0,0,1
"RNU6-490P",1,0.00196686470940222,0,0,1
"RNU6-491P",1,0.00196686470940222,0,0,1
"RNU6-492P",1,0.00196686470940222,0,0,1
"RNU6-493P",1,0.00196686470940222,0,0,1
"RNU6-494P",1,0.00196686470940222,0,0,1
"RNU6-495P",1,0.00196686470940222,0,0,1
"RNU6-496P",1,0.00196686470940222,0,0,1
"RNU6-497P",1,0.00196686470940222,0,0,1
"RNU6-498P",1,0.00196686470940222,0,0,1
"RNU6-499P",1,0.00196686470940222,0,0,1
"RNU6-49P",1,0.00196686470940222,0,0,1
"RNU6-4P",1,0.00196686470940222,0,0,1
"RNU6-500P",1,0.00196686470940222,0,0,1
"RNU6-501P",1,0.00196686470940222,0,0,1
"RNU6-502P",1,0.00196686470940222,0,0,1
"RNU6-503P",1,0.00196686470940222,0,0,1
"RNU6-504P",1,0.00196686470940222,0,0,1
"RNU6-505P",1,0.00196686470940222,0,0,1
"RNU6-506P",1,0.00196686470940222,0,0,1
"RNU6-507P",1,0.00196686470940222,0,0,1
"RNU6-508P",1,0.00196686470940222,0,0,1
"RNU6-509P",1,0.00196686470940222,0,0,1
"RNU6-50P",1,0.00196686470940222,0,0,1
"RNU6-511P",1,0.00196686470940222,0,0,1
"RNU6-512P",1,0.00196686470940222,0,0,1
"RNU6-513P",1,0.00196686470940222,0,0,1
"RNU6-514P",1,0.00196686470940222,0,0,1
"RNU6-516P",1,0.00196686470940222,0,0,1
"RNU6-517P",1,0.00196686470940222,0,0,1
"RNU6-518P",1,0.00196686470940222,0,0,1
"RNU6-519P",1,0.00196686470940222,0,0,1
"RNU6-520P",1,0.00196686470940222,0,0,1
"RNU6-521P",1,0.00196686470940222,0,0,1
"RNU6-522P",1,0.00196686470940222,0,0,1
"RNU6-523P",1,0.00196686470940222,0,0,1
"RNU6-524P",1,0.00196686470940222,0,0,1
"RNU6-525P",1,0.00196686470940222,0,0,1
"RNU6-526P",1,0.00196686470940222,0,0,1
"RNU6-527P",1,0.00196686470940222,0,0,1
"RNU6-528P",1,0.00196686470940222,0,0,1
"RNU6-529P",1,0.00196686470940222,0,0,1
"RNU6-530P",1,0.00196686470940222,0,0,1
"RNU6-531P",1,0.00196686470940222,0,0,1
"RNU6-532P",1,0.00196686470940222,0,0,1
"RNU6-533P",1,0.00196686470940222,0,0,1
"RNU6-534P",1,0.00196686470940222,0,0,1
"RNU6-535P",1,0.00196686470940222,0,0,1
"RNU6-536P",1,0.00196686470940222,0,0,1
"RNU6-537P",1,0.00196686470940222,0,0,1
"RNU6-538P",1,0.00196686470940222,0,0,1
"RNU6-539P",1,0.00196686470940222,0,0,1
"RNU6-53P",1,0.00196686470940222,0,0,1
"RNU6-540P",1,0.00196686470940222,0,0,1
"RNU6-541P",1,0.00196686470940222,0,0,1
"RNU6-542P",1,0.00196686470940222,0,0,1
"RNU6-543P",1,0.00196686470940222,0,0,1
"RNU6-544P",1,0.00196686470940222,0,0,1
"RNU6-545P",1,0.00196686470940222,0,0,1
"RNU6-546P",1,0.00196686470940222,0,0,1
"RNU6-547P",1,0.00196686470940222,0,0,1
"RNU6-548P",1,0.00196686470940222,0,0,1
"RNU6-549P",1,0.00196686470940222,0,0,1
"RNU6-54P",1,0.00196686470940222,0,0,1
"RNU6-550P",1,0.00196686470940222,0,0,1
"RNU6-551P",1,0.00196686470940222,0,0,1
"RNU6-552P",1,0.00196686470940222,0,0,1
"RNU6-553P",1,0.00196686470940222,0,0,1
"RNU6-554P",1,0.00196686470940222,0,0,1
"RNU6-555P",1,0.00196686470940222,0,0,1
"RNU6-556P",1,0.00196686470940222,0,0,1
"RNU6-557P",1,0.00196686470940222,0,0,1
"RNU6-558P",1,0.00196686470940222,0,0,1
"RNU6-559P",1,0.00196686470940222,0,0,1
"RNU6-55P",1,0.00196686470940222,0,0,1
"RNU6-560P",1,0.00196686470940222,0,0,1
"RNU6-561P",1,0.00196686470940222,0,0,1
"RNU6-562P",1,0.00196686470940222,0,0,1
"RNU6-563P",1,0.00196686470940222,0,0,1
"RNU6-564P",1,0.00196686470940222,0,0,1
"RNU6-565P",1,0.00196686470940222,0,0,1
"RNU6-566P",1,0.00196686470940222,0,0,1
"RNU6-567P",1,0.00196686470940222,0,0,1
"RNU6-56P",1,0.00196686470940222,0,0,1
"RNU6-570P",1,0.00196686470940222,0,0,1
"RNU6-571P",1,0.00196686470940222,0,0,1
"RNU6-572P",1,0.00196686470940222,0,0,1
"RNU6-573P",1,0.00196686470940222,0,0,1
"RNU6-574P",1,0.00196686470940222,0,0,1
"RNU6-575P",1,0.00196686470940222,0,0,1
"RNU6-576P",1,0.00196686470940222,0,0,1
"RNU6-577P",1,0.00196686470940222,0,0,1
"RNU6-578P",1,0.00196686470940222,0,0,1
"RNU6-579P",1,0.00196686470940222,0,0,1
"RNU6-57P",1,0.00196686470940222,0,0,1
"RNU6-580P",1,0.00196686470940222,0,0,1
"RNU6-581P",1,0.00196686470940222,0,0,1
"RNU6-582P",1,0.00196686470940222,0,0,1
"RNU6-583P",1,0.00196686470940222,0,0,1
"RNU6-584P",1,0.00196686470940222,0,0,1
"RNU6-586P",1,0.00196686470940222,0,0,1
"RNU6-587P",1,0.00196686470940222,0,0,1
"RNU6-588P",1,0.00196686470940222,0,0,1
"RNU6-589P",1,0.00196686470940222,0,0,1
"RNU6-58P",1,0.00196686470940222,0,0,1
"RNU6-590P",1,0.00196686470940222,0,0,1
"RNU6-591P",1,0.00196686470940222,0,0,1
"RNU6-592P",1,0.00196686470940222,0,0,1
"RNU6-593P",1,0.00196686470940222,0,0,1
"RNU6-595P",1,0.00196686470940222,0,0,1
"RNU6-596P",1,0.00196686470940222,0,0,1
"RNU6-597P",1,0.00196686470940222,0,0,1
"RNU6-598P",1,0.00196686470940222,0,0,1
"RNU6-599P",1,0.00196686470940222,0,0,1
"RNU6-59P",1,0.00196686470940222,0,0,1
"RNU6-5P",1,0.00196686470940222,0,0,1
"RNU6-600P",1,0.00196686470940222,0,0,1
"RNU6-601P",1,0.00196686470940222,0,0,1
"RNU6-602P",1,0.00196686470940222,0,0,1
"RNU6-603P",1,0.00196686470940222,0,0,1
"RNU6-604P",1,0.00196686470940222,0,0,1
"RNU6-605P",1,0.00196686470940222,0,0,1
"RNU6-606P",1,0.00196686470940222,0,0,1
"RNU6-607P",1,0.00196686470940222,0,0,1
"RNU6-608P",1,0.00196686470940222,0,0,1
"RNU6-609P",1,0.00196686470940222,0,0,1
"RNU6-60P",1,0.00196686470940222,0,0,1
"RNU6-610P",1,0.00196686470940222,0,0,1
"RNU6-611P",1,0.00196686470940222,0,0,1
"RNU6-612P",1,0.00196686470940222,0,0,1
"RNU6-613P",1,0.00196686470940222,0,0,1
"RNU6-614P",1,0.00196686470940222,0,0,1
"RNU6-615P",1,0.00196686470940222,0,0,1
"RNU6-616P",1,0.00196686470940222,0,0,1
"RNU6-617P",1,0.00196686470940222,0,0,1
"RNU6-618P",1,0.00196686470940222,0,0,1
"RNU6-619P",1,0.00196686470940222,0,0,1
"RNU6-61P",1,0.00196686470940222,0,0,1
"RNU6-620P",1,0.00196686470940222,0,0,1
"RNU6-621P",1,0.00196686470940222,0,0,1
"RNU6-622P",1,0.00196686470940222,0,0,1
"RNU6-623P",1,0.00196686470940222,0,0,1
"RNU6-624P",1,0.00196686470940222,0,0,1
"RNU6-625P",1,0.00196686470940222,0,0,1
"RNU6-626P",1,0.00196686470940222,0,0,1
"RNU6-627P",1,0.00196686470940222,0,0,1
"RNU6-628P",1,0.00196686470940222,0,0,1
"RNU6-629P",1,0.00196686470940222,0,0,1
"RNU6-62P",1,0.00196686470940222,0,0,1
"RNU6-630P",1,0.00196686470940222,0,0,1
"RNU6-631P",1,0.00196686470940222,0,0,1
"RNU6-632P",1,0.00196686470940222,0,0,1
"RNU6-633P",1,0.00196686470940222,0,0,1
"RNU6-634P",1,0.00196686470940222,0,0,1
"RNU6-635P",1,0.00196686470940222,0,0,1
"RNU6-636P",1,0.00196686470940222,0,0,1
"RNU6-637P",1,0.00196686470940222,0,0,1
"RNU6-638P",1,0.00196686470940222,0,0,1
"RNU6-639P",1,0.00196686470940222,0,0,1
"RNU6-63P",1,0.00196686470940222,0,0,1
"RNU6-640P",1,0.00196686470940222,0,0,1
"RNU6-641P",1,0.00196686470940222,0,0,1
"RNU6-642P",1,0.00196686470940222,0,0,1
"RNU6-643P",1,0.00196686470940222,0,0,1
"RNU6-644P",1,0.00196686470940222,0,0,1
"RNU6-645P",1,0.00196686470940222,0,0,1
"RNU6-646P",1,0.00196686470940222,0,0,1
"RNU6-647P",1,0.00196686470940222,0,0,1
"RNU6-648P",1,0.00196686470940222,0,0,1
"RNU6-649P",1,0.00196686470940222,0,0,1
"RNU6-64P",1,0.00196686470940222,0,0,1
"RNU6-650P",1,0.00196686470940222,0,0,1
"RNU6-651P",1,0.00196686470940222,0,0,1
"RNU6-652P",1,0.00196686470940222,0,0,1
"RNU6-653P",1,0.00196686470940222,0,0,1
"RNU6-654P",1,0.00196686470940222,0,0,1
"RNU6-655P",1,0.00196686470940222,0,0,1
"RNU6-656P",1,0.00196686470940222,0,0,1
"RNU6-657P",1,0.00196686470940222,0,0,1
"RNU6-658P",1,0.00196686470940222,0,0,1
"RNU6-659P",1,0.00196686470940222,0,0,1
"RNU6-65P",1,0.00196686470940222,0,0,1
"RNU6-660P",1,0.00196686470940222,0,0,1
"RNU6-661P",1,0.00196686470940222,0,0,1
"RNU6-662P",1,0.00196686470940222,0,0,1
"RNU6-663P",1,0.00196686470940222,0,0,1
"RNU6-664P",1,0.00196686470940222,0,0,1
"RNU6-665P",1,0.00196686470940222,0,0,1
"RNU6-666P",1,0.00196686470940222,0,0,1
"RNU6-667P",1,0.00196686470940222,0,0,1
"RNU6-668P",1,0.00196686470940222,0,0,1
"RNU6-669P",1,0.00196686470940222,0,0,1
"RNU6-66P",1,0.00196686470940222,0,0,1
"RNU6-670P",1,0.00196686470940222,0,0,1
"RNU6-672P",1,0.00196686470940222,0,0,1
"RNU6-673P",1,0.00196686470940222,0,0,1
"RNU6-674P",1,0.00196686470940222,0,0,1
"RNU6-675P",1,0.00196686470940222,0,0,1
"RNU6-677P",1,0.00196686470940222,0,0,1
"RNU6-678P",1,0.00196686470940222,0,0,1
"RNU6-679P",1,0.00196686470940222,0,0,1
"RNU6-67P",1,0.00196686470940222,0,0,1
"RNU6-680P",1,0.00196686470940222,0,0,1
"RNU6-681P",1,0.00196686470940222,0,0,1
"RNU6-682P",1,0.00196686470940222,0,0,1
"RNU6-684P",1,0.00196686470940222,0,0,1
"RNU6-685P",1,0.00196686470940222,0,0,1
"RNU6-686P",1,0.00196686470940222,0,0,1
"RNU6-687P",1,0.00196686470940222,0,0,1
"RNU6-689P",1,0.00196686470940222,0,0,1
"RNU6-68P",1,0.00196686470940222,0,0,1
"RNU6-690P",1,0.00196686470940222,0,0,1
"RNU6-692P",1,0.00196686470940222,0,0,1
"RNU6-693P",1,0.00196686470940222,0,0,1
"RNU6-694P",1,0.00196686470940222,0,0,1
"RNU6-695P",1,0.00196686470940222,0,0,1
"RNU6-696P",1,0.00196686470940222,0,0,1
"RNU6-697P",1,0.00196686470940222,0,0,1
"RNU6-698P",1,0.00196686470940222,0,0,1
"RNU6-699P",1,0.00196686470940222,0,0,1
"RNU6-6P",1,0.00196686470940222,0,0,1
"RNU6-7",1,0.00196686470940222,0,0,1
"RNU6-700P",1,0.00196686470940222,0,0,1
"RNU6-701P",1,0.00196686470940222,0,0,1
"RNU6-702P",1,0.00196686470940222,0,0,1
"RNU6-703P",1,0.00196686470940222,0,0,1
"RNU6-704P",1,0.00196686470940222,0,0,1
"RNU6-705P",1,0.00196686470940222,0,0,1
"RNU6-706P",1,0.00196686470940222,0,0,1
"RNU6-707P",1,0.00196686470940222,0,0,1
"RNU6-708P",1,0.00196686470940222,0,0,1
"RNU6-709P",1,0.00196686470940222,0,0,1
"RNU6-70P",1,0.00196686470940222,0,0,1
"RNU6-710P",1,0.00196686470940222,0,0,1
"RNU6-711P",1,0.00196686470940222,0,0,1
"RNU6-712P",1,0.00196686470940222,0,0,1
"RNU6-713P",1,0.00196686470940222,0,0,1
"RNU6-714P",1,0.00196686470940222,0,0,1
"RNU6-715P",1,0.00196686470940222,0,0,1
"RNU6-716P",1,0.00196686470940222,0,0,1
"RNU6-717P",1,0.00196686470940222,0,0,1
"RNU6-718P",1,0.00196686470940222,0,0,1
"RNU6-719P",1,0.00196686470940222,0,0,1
"RNU6-71P",1,0.00196686470940222,0,0,1
"RNU6-720P",1,0.00196686470940222,0,0,1
"RNU6-721P",1,0.00196686470940222,0,0,1
"RNU6-722P",1,0.00196686470940222,0,0,1
"RNU6-723P",1,0.00196686470940222,0,0,1
"RNU6-724P",1,0.00196686470940222,0,0,1
"RNU6-725P",1,0.00196686470940222,0,0,1
"RNU6-726P",1,0.00196686470940222,0,0,1
"RNU6-727P",1,0.00196686470940222,0,0,1
"RNU6-728P",1,0.00196686470940222,0,0,1
"RNU6-729P",1,0.00196686470940222,0,0,1
"RNU6-72P",1,0.00196686470940222,0,0,1
"RNU6-730P",1,0.00196686470940222,0,0,1
"RNU6-731P",1,0.00196686470940222,0,0,1
"RNU6-732P",1,0.00196686470940222,0,0,1
"RNU6-733P",1,0.00196686470940222,0,0,1
"RNU6-735P",1,0.00196686470940222,0,0,1
"RNU6-737P",1,0.00196686470940222,0,0,1
"RNU6-738P",1,0.00196686470940222,0,0,1
"RNU6-739P",1,0.00196686470940222,0,0,1
"RNU6-73P",1,0.00196686470940222,0,0,1
"RNU6-740P",1,0.00196686470940222,0,0,1
"RNU6-741P",1,0.00196686470940222,0,0,1
"RNU6-742P",1,0.00196686470940222,0,0,1
"RNU6-743P",1,0.00196686470940222,0,0,1
"RNU6-744P",1,0.00196686470940222,0,0,1
"RNU6-745P",1,0.00196686470940222,0,0,1
"RNU6-746P",1,0.00196686470940222,0,0,1
"RNU6-747P",1,0.00196686470940222,0,0,1
"RNU6-748P",1,0.00196686470940222,0,0,1
"RNU6-749P",1,0.00196686470940222,0,0,1
"RNU6-74P",1,0.00196686470940222,0,0,1
"RNU6-750P",1,0.00196686470940222,0,0,1
"RNU6-751P",1,0.00196686470940222,0,0,1
"RNU6-752P",1,0.00196686470940222,0,0,1
"RNU6-753P",1,0.00196686470940222,0,0,1
"RNU6-754P",1,0.00196686470940222,0,0,1
"RNU6-755P",1,0.00196686470940222,0,0,1
"RNU6-756P",1,0.00196686470940222,0,0,1
"RNU6-757P",1,0.00196686470940222,0,0,1
"RNU6-758P",1,0.00196686470940222,0,0,1
"RNU6-759P",1,0.00196686470940222,0,0,1
"RNU6-75P",1,0.00196686470940222,0,0,1
"RNU6-760P",1,0.00196686470940222,0,0,1
"RNU6-761P",1,0.00196686470940222,0,0,1
"RNU6-762P",1,0.00196686470940222,0,0,1
"RNU6-763P",1,0.00196686470940222,0,0,1
"RNU6-764P",1,0.00196686470940222,0,0,1
"RNU6-765P",1,0.00196686470940222,0,0,1
"RNU6-766P",1,0.00196686470940222,0,0,1
"RNU6-767P",1,0.00196686470940222,0,0,1
"RNU6-768P",1,0.00196686470940222,0,0,1
"RNU6-769P",1,0.00196686470940222,0,0,1
"RNU6-76P",1,0.00196686470940222,0,0,1
"RNU6-770P",1,0.00196686470940222,0,0,1
"RNU6-771P",1,0.00196686470940222,0,0,1
"RNU6-772P",1,0.00196686470940222,0,0,1
"RNU6-774P",1,0.00196686470940222,0,0,1
"RNU6-775P",1,0.00196686470940222,0,0,1
"RNU6-776P",1,0.00196686470940222,0,0,1
"RNU6-777P",1,0.00196686470940222,0,0,1
"RNU6-778P",1,0.00196686470940222,0,0,1
"RNU6-77P",1,0.00196686470940222,0,0,1
"RNU6-780P",1,0.00196686470940222,0,0,1
"RNU6-781P",1,0.00196686470940222,0,0,1
"RNU6-782P",1,0.00196686470940222,0,0,1
"RNU6-783P",1,0.00196686470940222,0,0,1
"RNU6-784P",1,0.00196686470940222,0,0,1
"RNU6-785P",1,0.00196686470940222,0,0,1
"RNU6-786P",1,0.00196686470940222,0,0,1
"RNU6-787P",1,0.00196686470940222,0,0,1
"RNU6-788P",1,0.00196686470940222,0,0,1
"RNU6-789P",1,0.00196686470940222,0,0,1
"RNU6-78P",1,0.00196686470940222,0,0,1
"RNU6-790P",1,0.00196686470940222,0,0,1
"RNU6-791P",1,0.00196686470940222,0,0,1
"RNU6-792P",1,0.00196686470940222,0,0,1
"RNU6-793P",1,0.00196686470940222,0,0,1
"RNU6-794P",1,0.00196686470940222,0,0,1
"RNU6-795P",1,0.00196686470940222,0,0,1
"RNU6-796P",1,0.00196686470940222,0,0,1
"RNU6-797P",1,0.00196686470940222,0,0,1
"RNU6-798P",1,0.00196686470940222,0,0,1
"RNU6-799P",1,0.00196686470940222,0,0,1
"RNU6-79P",1,0.00196686470940222,0,0,1
"RNU6-8",1,0.00196686470940222,0,0,1
"RNU6-800P",1,0.00196686470940222,0,0,1
"RNU6-801P",1,0.00196686470940222,0,0,1
"RNU6-803P",1,0.00196686470940222,0,0,1
"RNU6-804P",1,0.00196686470940222,0,0,1
"RNU6-805P",1,0.00196686470940222,0,0,1
"RNU6-806P",1,0.00196686470940222,0,0,1
"RNU6-807P",1,0.00196686470940222,0,0,1
"RNU6-808P",1,0.00196686470940222,0,0,1
"RNU6-809P",1,0.00196686470940222,0,0,1
"RNU6-80P",1,0.00196686470940222,0,0,1
"RNU6-810P",1,0.00196686470940222,0,0,1
"RNU6-811P",1,0.00196686470940222,0,0,1
"RNU6-812P",1,0.00196686470940222,0,0,1
"RNU6-813P",1,0.00196686470940222,0,0,1
"RNU6-815P",1,0.00196686470940222,0,0,1
"RNU6-816P",1,0.00196686470940222,0,0,1
"RNU6-817P",1,0.00196686470940222,0,0,1
"RNU6-818P",1,0.00196686470940222,0,0,1
"RNU6-819P",1,0.00196686470940222,0,0,1
"RNU6-81P",1,0.00196686470940222,0,0,1
"RNU6-820P",1,0.00196686470940222,0,0,1
"RNU6-821P",1,0.00196686470940222,0,0,1
"RNU6-822P",1,0.00196686470940222,0,0,1
"RNU6-823P",1,0.00196686470940222,0,0,1
"RNU6-824P",1,0.00196686470940222,0,0,1
"RNU6-826P",1,0.00196686470940222,0,0,1
"RNU6-827P",1,0.00196686470940222,0,0,1
"RNU6-828P",1,0.00196686470940222,0,0,1
"RNU6-829P",1,0.00196686470940222,0,0,1
"RNU6-82P",1,0.00196686470940222,0,0,1
"RNU6-830P",1,0.00196686470940222,0,0,1
"RNU6-831P",1,0.00196686470940222,0,0,1
"RNU6-832P",1,0.00196686470940222,0,0,1
"RNU6-833P",1,0.00196686470940222,0,0,1
"RNU6-834P",1,0.00196686470940222,0,0,1
"RNU6-835P",1,0.00196686470940222,0,0,1
"RNU6-836P",1,0.00196686470940222,0,0,1
"RNU6-837P",1,0.00196686470940222,0,0,1
"RNU6-838P",1,0.00196686470940222,0,0,1
"RNU6-839P",1,0.00196686470940222,0,0,1
"RNU6-83P",1,0.00196686470940222,0,0,1
"RNU6-840P",1,0.00196686470940222,0,0,1
"RNU6-841P",1,0.00196686470940222,0,0,1
"RNU6-842P",1,0.00196686470940222,0,0,1
"RNU6-843P",1,0.00196686470940222,0,0,1
"RNU6-844P",1,0.00196686470940222,0,0,1
"RNU6-845P",1,0.00196686470940222,0,0,1
"RNU6-847P",1,0.00196686470940222,0,0,1
"RNU6-848P",1,0.00196686470940222,0,0,1
"RNU6-849P",1,0.00196686470940222,0,0,1
"RNU6-84P",1,0.00196686470940222,0,0,1
"RNU6-850P",1,0.00196686470940222,0,0,1
"RNU6-851P",1,0.00196686470940222,0,0,1
"RNU6-853P",1,0.00196686470940222,0,0,1
"RNU6-854P",1,0.00196686470940222,0,0,1
"RNU6-855P",1,0.00196686470940222,0,0,1
"RNU6-856P",1,0.00196686470940222,0,0,1
"RNU6-857P",1,0.00196686470940222,0,0,1
"RNU6-858P",1,0.00196686470940222,0,0,1
"RNU6-859P",1,0.00196686470940222,0,0,1
"RNU6-85P",1,0.00196686470940222,0,0,1
"RNU6-860P",1,0.00196686470940222,0,0,1
"RNU6-861P",1,0.00196686470940222,0,0,1
"RNU6-862P",1,0.00196686470940222,0,0,1
"RNU6-863P",1,0.00196686470940222,0,0,1
"RNU6-864P",1,0.00196686470940222,0,0,1
"RNU6-865P",1,0.00196686470940222,0,0,1
"RNU6-866P",1,0.00196686470940222,0,0,1
"RNU6-867P",1,0.00196686470940222,0,0,1
"RNU6-869P",1,0.00196686470940222,0,0,1
